% MoM Electric Field Results - Generated: 2025-06-01 13:19:19
% Distance(m)	Field_dB	Magnitude(V/m)	Real(V/m)	Imag(V/m)	Phase(deg)
27.120688	21.060713	8.562663e+01	4.605592e+01	-7.218568e+01	-57.461
27.197955	20.987688	8.493938e+01	-1.856060e+01	-8.288668e+01	-102.622
27.275222	20.916720	8.427763e+01	-7.134029e+01	-4.486962e+01	-147.832
27.352489	20.836967	8.353654e+01	-8.136881e+01	1.890690e+01	166.919
27.429756	20.750141	8.273460e+01	-4.326177e+01	7.052258e+01	121.527
27.507022	20.665244	8.195860e+01	1.979491e+01	7.953222e+01	76.024
27.584289	20.569367	8.108734e+01	6.989601e+01	4.110602e+01	30.460
27.661556	20.456411	8.006778e+01	7.725463e+01	-2.103738e+01	-15.233
27.738823	20.339109	7.902153e+01	3.826182e+01	-6.914069e+01	-61.040
27.816090	20.214950	7.792743e+01	-2.260404e+01	-7.457709e+01	-106.862
27.893357	20.073279	7.669374e+01	-6.818135e+01	-3.511741e+01	-152.749
27.970624	19.928140	7.544947e+01	-7.143224e+01	2.429110e+01	161.219
28.047891	19.786756	7.425752e+01	-3.154497e+01	6.722420e+01	115.138
28.125158	19.627845	7.293709e+01	2.612627e+01	6.809726e+01	69.010
28.202425	19.453550	7.151340e+01	6.597630e+01	2.759157e+01	22.695
28.279692	19.281270	7.013380e+01	6.420433e+01	-2.822328e+01	-23.730
28.356959	19.094454	6.866583e+01	2.332273e+01	-6.458364e+01	-70.144
28.434225	18.881384	6.702570e+01	-3.007553e+01	-5.989914e+01	-116.661
28.511492	18.663329	6.538725e+01	-6.264151e+01	-1.874924e+01	-163.337
28.588759	18.448290	6.381102e+01	-5.523902e+01	3.194522e+01	149.959
28.666026	18.214469	6.213831e+01	-1.424939e+01	6.048243e+01	103.257
28.743293	17.953858	6.032312e+01	3.339220e+01	5.023783e+01	56.389
28.820560	17.691323	5.854800e+01	5.777674e+01	9.471909e+00	9.310
28.897827	17.429176	5.682769e+01	4.492104e+01	-3.480641e+01	-37.770
28.975094	17.132697	5.494035e+01	4.959520e+00	-5.471604e+01	-84.821
29.052361	16.799266	5.289023e+01	-3.542723e+01	-3.927197e+01	-132.054
29.129628	16.461737	5.089260e+01	-5.089060e+01	-4.517293e-01	-179.491
29.206895	16.129634	4.900105e+01	-3.345747e+01	3.580084e+01	133.062
29.284162	15.773125	4.704744e+01	3.520340e+00	4.691554e+01	85.709
29.361428	15.362770	4.489256e+01	3.525292e+01	2.779520e+01	38.254
29.438695	14.919512	4.267444e+01	4.208358e+01	-7.076720e+00	-9.545
29.515962	14.480768	4.058701e+01	2.177073e+01	-3.425407e+01	-57.561
29.593229	14.035012	3.857056e+01	-1.030302e+01	-3.716902e+01	-105.493
29.670496	13.538440	3.644048e+01	-3.254266e+01	-1.639768e+01	-153.257
29.747763	12.956298	3.409054e+01	-3.181399e+01	1.224890e+01	158.942
29.825030	12.302297	3.162940e+01	-1.121124e+01	2.957579e+01	110.760
29.902297	11.631203	2.928826e+01	1.368715e+01	2.589332e+01	62.139
29.979564	10.965936	2.713860e+01	2.640312e+01	6.275281e+00	13.370
30.056831	10.841131	2.676092e+01	2.193037e+01	-1.533642e+01	-34.966
30.134098	10.888171	2.691570e+01	3.328118e+00	-2.670914e+01	-82.897
30.211365	10.865857	2.685608e+01	-1.752948e+01	-2.034616e+01	-130.747
30.288631	10.779010	2.659826e+01	-2.659270e+01	-5.437914e-01	-178.829
30.365898	10.656583	2.623523e+01	-1.778463e+01	1.928714e+01	132.679
30.443165	10.544111	2.590684e+01	2.856777e+00	2.574885e+01	83.669
30.520432	10.491054	2.575816e+01	2.128440e+01	1.450715e+01	34.278
30.597699	10.509677	2.582257e+01	2.491319e+01	-6.792538e+00	-15.251
30.674966	10.595764	2.608901e+01	1.114142e+01	-2.359036e+01	-64.719
30.752233	10.723280	2.648422e+01	-1.073070e+01	-2.421293e+01	-113.902
30.829500	10.852319	2.689014e+01	-2.568028e+01	-7.975142e+00	-162.748
30.906767	10.962031	2.724161e+01	-2.328607e+01	1.413733e+01	148.737
30.984034	11.029380	2.746341e+01	-5.025110e+00	2.699976e+01	100.543
31.061301	11.044033	2.751956e+01	1.673682e+01	2.184502e+01	52.542
31.138568	11.008416	2.741670e+01	2.732568e+01	2.232171e+00	4.670
31.215834	10.913582	2.712865e+01	1.978752e+01	-1.855849e+01	-43.164
31.293101	10.761395	2.666696e+01	-5.072260e-01	-2.666214e+01	-91.090
31.370368	10.548026	2.602916e+01	-1.968214e+01	-1.703321e+01	-139.127
31.447635	10.260239	2.518987e+01	-2.498301e+01	3.221583e+00	172.652
31.524902	9.898387	2.417066e+01	-1.359311e+01	1.998620e+01	124.221
31.602169	9.450083	2.296300e+01	5.702119e+00	2.224377e+01	75.622
31.679436	8.906456	2.157759e+01	1.926039e+01	9.727771e+00	26.797
31.756703	8.266256	2.005158e+01	1.856039e+01	-7.588001e+00	-22.236
31.833970	7.505621	1.837692e+01	5.827984e+00	-1.742830e+01	-71.510
31.911237	6.607885	1.657837e+01	-8.579170e+00	-1.418591e+01	-121.164
31.988504	5.536804	1.466033e+01	-1.448913e+01	-2.233896e+00	-171.235
32.065771	4.219564	1.260196e+01	-9.372404e+00	8.424214e+00	138.050
32.143037	2.573180	1.042978e+01	6.567240e-01	1.040909e+01	86.390
32.220304	0.417864	8.140777e+00	6.804234e+00	4.469301e+00	33.299
32.297571	-2.559559	5.780313e+00	5.321864e+00	-2.256054e+00	-22.973
32.374838	-6.909620	3.504330e+00	1.187725e-01	-3.502317e+00	-88.058
32.452105	-11.657790	2.029334e+00	-2.015741e+00	2.344839e-01	173.365
32.529372	-7.819960	3.157926e+00	1.276377e+00	2.888487e+00	66.160
32.606639	-3.058850	5.465307e+00	5.460220e+00	-2.357618e-01	-2.472
32.683906	0.232740	7.986405e+00	3.997101e+00	-6.914177e+00	-59.968
32.761173	2.625644	1.052335e+01	-4.273128e+00	-9.616716e+00	-113.958
32.838440	4.482812	1.303677e+01	-1.268107e+01	-3.024498e+00	-166.585
32.915707	5.986845	1.550705e+01	-1.214853e+01	9.637514e+00	141.575
32.992974	7.225708	1.789081e+01	-4.803109e-02	1.789075e+01	90.154
33.070240	8.276492	2.019887e+01	1.569627e+01	1.271305e+01	39.005
33.147507	9.174776	2.240781e+01	2.192951e+01	-4.605060e+00	-11.859
33.224774	9.952610	2.451598e+01	1.130650e+01	-2.175307e+01	-62.536
33.302041	10.646974	2.656597e+01	-1.037900e+01	-2.445459e+01	-112.997
33.379308	11.273223	2.856252e+01	-2.735219e+01	-8.226487e+00	-163.261
33.456575	11.857708	3.056182e+01	-2.550640e+01	1.683593e+01	146.573
33.533842	12.417512	3.260829e+01	-3.683340e+00	3.239959e+01	96.486
33.611109	12.954300	3.469974e+01	2.394513e+01	2.511379e+01	46.365
33.688376	13.478021	3.686983e+01	3.678532e+01	-2.494922e+00	-3.880
33.765643	13.981626	3.908502e+01	2.283108e+01	-3.172350e+01	-54.258
33.842910	14.457544	4.130145e+01	-1.057805e+01	-3.992386e+01	-104.840
33.920177	14.906777	4.350970e+01	-3.962219e+01	-1.797711e+01	-155.596
33.997443	15.318791	4.564006e+01	-4.085110e+01	2.035196e+01	153.518
34.074710	15.696029	4.768343e+01	-1.031725e+01	4.655388e+01	102.496
34.151977	16.042658	4.964305e+01	3.095693e+01	3.880852e+01	51.421
34.229244	16.356226	5.148687e+01	5.148615e+01	2.720444e-01	0.303
34.306511	16.648184	5.326650e+01	3.362414e+01	-4.131267e+01	-50.858
34.383778	16.920587	5.498373e+01	-1.144480e+01	-5.377943e+01	-102.014
34.461045	17.175183	5.664009e+01	-5.056159e+01	-2.552697e+01	-153.212
34.538312	17.421797	5.829277e+01	-5.306716e+01	2.412310e+01	155.555
34.615579	17.656189	5.990933e+01	-1.478830e+01	5.805544e+01	104.291
34.692846	17.882345	6.151239e+01	3.707189e+01	4.908613e+01	52.938
34.770113	18.103726	6.312364e+01	6.310125e+01	1.681305e+00	1.526
34.847380	18.313240	6.468867e+01	4.160310e+01	-4.953591e+01	-49.975
34.924646	18.516476	6.624463e+01	-1.331412e+01	-6.489287e+01	-101.595
35.001913	18.709502	6.775832e+01	-6.052928e+01	-3.045319e+01	-153.292
35.079180	18.887061	6.918333e+01	-6.264516e+01	2.935842e+01	154.890
35.156447	19.054709	7.055775e+01	-1.584285e+01	6.875609e+01	102.976
35.233714	19.204982	7.181570e+01	4.519168e+01	5.581403e+01	51.003
35.310981	19.340144	7.296903e+01	7.295660e+01	-1.346731e+00	-1.058
35.388248	19.465833	7.406009e+01	4.441727e+01	-5.926216e+01	-53.148
35.465515	19.577245	7.504403e+01	-1.976399e+01	-7.239469e+01	-105.270
35.542782	19.683970	7.600003e+01	-7.018994e+01	-2.914409e+01	-157.451
35.620049	19.787610	7.694091e+01	-6.686587e+01	3.806389e+01	150.349
35.697316	19.884965	7.783710e+01	-1.092924e+01	7.706599e+01	98.072
35.774583	19.983731	7.875654e+01	5.500386e+01	5.636638e+01	45.701
35.851849	20.076560	7.963241e+01	7.908134e+01	-9.352099e+00	-6.744
35.929116	20.160543	8.043608e+01	4.103889e+01	-6.917928e+01	-59.323
36.006383	20.238662	8.119304e+01	-3.041067e+01	-7.528281e+01	-111.996
36.083650	20.301303	8.181123e+01	-7.892832e+01	-2.152668e+01	-164.744
36.160917	20.351866	8.231959e+01	-6.523038e+01	5.021467e+01	142.411
36.238184	20.393745	8.274836e+01	6.716819e-01	8.274564e+01	89.535
36.315451	20.422405	8.305289e+01	6.665667e+01	4.954462e+01	36.623
36.392718	20.447298	8.332240e+01	7.995352e+01	-2.345332e+01	-16.348
36.469985	20.470088	8.357258e+01	2.948859e+01	-7.819719e+01	-69.338
36.547252	20.486968	8.376651e+01	-4.488237e+01	-7.072765e+01	-122.398
36.624519	20.505353	8.397545e+01	-8.372284e+01	-6.508562e+00	-175.555
36.701786	20.520007	8.414877e+01	-5.545380e+01	6.329211e+01	131.223
36.779052	20.524756	8.422637e+01	1.768038e+01	8.234977e+01	77.883
36.856319	20.525333	8.426357e+01	7.671615e+01	3.485659e+01	24.435
36.933586	20.513778	8.418314e+01	7.358203e+01	-4.089604e+01	-29.065
37.010853	20.487809	8.396335e+01	1.072535e+01	-8.327551e+01	-82.661
37.088120	20.457383	8.370119e+01	-6.052474e+01	-5.781561e+01	-136.311
37.165387	20.415353	8.332847e+01	-8.206983e+01	1.442833e+01	170.029
37.242654	20.364911	8.287713e+01	-3.670412e+01	7.430630e+01	116.287
37.319921	20.317148	8.245366e+01	3.806631e+01	7.314070e+01	62.505
37.397188	20.261185	8.195497e+01	8.101370e+01	1.238536e+01	8.692
37.474455	20.200437	8.141444e+01	5.732023e+01	-5.781611e+01	-45.247
37.551722	20.141858	8.089770e+01	-1.301157e+01	-7.984446e+01	-99.256
37.628989	20.070117	8.026253e+01	-7.172064e+01	-3.603087e+01	-153.326
37.706255	19.988326	7.954028e+01	-7.052987e+01	3.677217e+01	152.464
37.783522	19.903493	7.879694e+01	-1.123027e+01	7.799256e+01	98.194
37.860789	19.801921	7.791027e+01	5.614405e+01	5.401718e+01	43.894
37.938056	19.687554	7.692020e+01	7.562911e+01	-1.403404e+01	-10.512
38.015323	19.572956	7.594070e+01	3.213909e+01	-6.880457e+01	-64.962
38.092590	19.446864	7.487454e+01	-3.676378e+01	-6.522746e+01	-119.407
38.169857	19.308095	7.371569e+01	-7.330584e+01	-7.762519e+00	-173.955
38.247124	19.173929	7.261327e+01	-4.802679e+01	5.446204e+01	131.407
38.324391	19.033203	7.147334e+01	1.635437e+01	6.957710e+01	76.773
38.401658	18.873228	7.019558e+01	6.507333e+01	2.632264e+01	22.024
38.478925	18.712778	6.893691e+01	5.789667e+01	-3.742021e+01	-32.876
38.556192	18.548355	6.766986e+01	2.621825e+00	-6.761905e+01	-87.780
38.633458	18.358229	6.622983e+01	-5.270657e+01	-4.010496e+01	-142.732
38.710725	18.153944	6.471487e+01	-6.160145e+01	1.983120e+01	162.155
38.787992	17.951911	6.325098e+01	-1.848262e+01	6.049032e+01	106.990
38.865259	17.734702	6.171229e+01	3.809767e+01	4.854868e+01	51.878
38.942526	17.488676	6.001161e+01	5.991067e+01	-3.479220e+00	-3.324
39.019793	17.239250	5.833497e+01	3.030333e+01	-4.984654e+01	-58.703
39.097060	16.997056	5.675241e+01	-2.315709e+01	-5.181299e+01	-114.082
39.174327	16.731355	5.506358e+01	-5.412534e+01	-1.012151e+01	-169.408
39.251594	16.432075	5.321886e+01	-3.770817e+01	3.755451e+01	135.117
39.328861	16.125902	5.139516e+01	9.438671e+00	5.052102e+01	79.418
39.406128	15.826939	4.967516e+01	4.549248e+01	1.995135e+01	23.681
39.483395	15.505248	4.788728e+01	4.063593e+01	-2.533599e+01	-31.943
39.560661	15.130967	4.588508e+01	1.901872e+00	-4.584565e+01	-87.624
39.637928	14.724831	4.380566e+01	-3.524847e+01	-2.600925e+01	-143.577
39.715195	14.322250	4.183759e+01	-3.938496e+01	1.411413e+01	160.284
39.792462	13.923980	3.997779e+01	-9.818287e+00	3.875339e+01	104.217
39.869729	13.489662	3.804245e+01	2.528390e+01	2.842451e+01	48.347
39.946996	12.981614	3.589482e+01	3.558457e+01	-4.709263e+00	-7.539
40.024263	12.575702	3.426893e+01	1.518492e+01	-3.072097e+01	-63.698
40.101530	12.532697	3.411235e+01	-1.711544e+01	-2.950787e+01	-120.115
40.178797	12.535490	3.413601e+01	-3.407849e+01	-1.980779e+00	-176.673
40.256064	12.574141	3.430100e+01	-2.060160e+01	2.742504e+01	126.914
40.333331	12.609316	3.445301e+01	1.136370e+01	3.252500e+01	70.741
40.410598	12.610476	3.447043e+01	3.334024e+01	8.754360e+00	14.712
40.487864	12.562019	3.429143e+01	2.573514e+01	-2.266285e+01	-41.368
40.565131	12.475465	3.396406e+01	-4.563823e+00	-3.365604e+01	-97.722
40.642398	12.378436	3.359928e+01	-3.031111e+01	-1.449649e+01	-154.440
40.719665	12.298181	3.330267e+01	-2.838871e+01	1.741118e+01	148.479
40.796932	12.261115	3.317323e+01	-6.671390e-01	3.316652e+01	91.152
40.874199	12.272983	3.323098e+01	2.762504e+01	1.847038e+01	33.767
40.951466	12.329063	3.345871e+01	3.067474e+01	-1.336208e+01	-23.538
41.028733	12.414973	3.380390e+01	5.503036e+00	-3.335296e+01	-80.631
41.106000	12.508929	3.418430e+01	-2.519556e+01	-2.310303e+01	-137.481
41.183267	12.597077	3.454589e+01	-3.350575e+01	8.413278e+00	165.904
41.260534	12.662725	3.482099e+01	-1.162182e+01	3.282430e+01	109.497
41.337801	12.697326	3.497305e+01	2.094009e+01	2.801119e+01	53.220
41.415067	12.695691	3.497954e+01	3.493281e+01	-1.807575e+00	-2.962
41.492334	12.651156	3.481367e+01	1.787207e+01	-2.987609e+01	-59.112
41.569601	12.565128	3.448347e+01	-1.472162e+01	-3.118307e+01	-115.272
41.646868	12.433651	3.397815e+01	-3.360153e+01	-5.044946e+00	-171.461
41.724135	12.256862	3.330603e+01	-2.240281e+01	2.464561e+01	132.271
41.801402	12.035483	3.248004e+01	7.899018e+00	3.150490e+01	75.925
41.878669	11.765029	3.149609e+01	2.969525e+01	1.049743e+01	19.469
41.955936	11.447324	3.037625e+01	2.422138e+01	-1.833143e+01	-37.119
42.033203	11.076188	2.911657e+01	-1.949916e+00	-2.905121e+01	-93.840
42.110470	10.647145	2.772369e+01	-2.418626e+01	-1.355094e+01	-150.739
42.187737	10.155278	2.620720e+01	-2.318005e+01	1.222712e+01	152.189
42.265004	9.586700	2.455584e+01	-2.103497e+00	2.446557e+01	94.914
42.342270	8.933688	2.278595e+01	1.809936e+01	1.384243e+01	37.409
42.419537	8.176620	2.089185e+01	1.959161e+01	-7.255224e+00	-20.321
42.496804	7.294392	1.888116e+01	3.815209e+00	-1.849168e+01	-78.342
42.574071	6.262106	1.677172e+01	-1.219944e+01	-1.150930e+01	-136.667
42.651338	5.032655	1.456358e+01	-1.404120e+01	3.865577e+00	164.608
42.728605	3.554107	1.228865e+01	-3.244493e+00	1.185260e+01	105.309
42.805872	1.725886	9.959932e+00	7.021779e+00	7.063629e+00	45.170
42.883139	-0.615293	7.609582e+00	7.291560e+00	-2.176899e+00	-16.623
42.960406	-3.756600	5.302234e+00	7.380273e-01	-5.250619e+00	-81.999
43.037673	-8.154959	3.196719e+00	-2.967099e+00	-1.189677e+00	-158.151
43.114940	-11.614901	2.147192e+00	-1.233782e-01	2.143644e+00	93.294
43.192207	-7.794936	3.334515e+00	3.259735e+00	-7.022254e-01	-12.157
43.269473	-3.561104	5.431101e+00	2.944605e-01	-5.423113e+00	-86.892
43.346740	-0.557617	7.677606e+00	-6.776888e+00	-3.608244e+00	-151.968
43.424007	1.680214	9.937591e+00	-8.260796e+00	5.524035e+00	146.229
43.501274	3.425000	1.215302e+01	8.565467e-01	1.212280e+01	85.958
43.578541	4.836135	1.430226e+01	1.280371e+01	6.373351e+00	26.463
43.655808	6.014225	1.638600e+01	1.382157e+01	-8.801435e+00	-32.489
43.733075	7.012625	1.838894e+01	-3.415727e-01	-1.838577e+01	-91.064
43.810342	7.883619	2.033623e+01	-1.749823e+01	-1.036215e+01	-149.367
43.887609	8.656036	2.223592e+01	-1.973879e+01	1.023799e+01	152.585
43.964876	9.354653	2.410738e+01	-1.970408e+00	2.402672e+01	94.688
44.042143	10.003658	2.598748e+01	2.077761e+01	1.560898e+01	36.915
44.119410	10.610636	2.787900e+01	2.606225e+01	-9.899394e+00	-20.799
44.196676	11.189770	2.981247e+01	5.925124e+00	-2.921774e+01	-78.536
44.273943	11.744075	3.178903e+01	-2.298791e+01	-2.195674e+01	-136.314
44.351210	12.272660	3.379642e+01	-3.276242e+01	8.295895e+00	165.791
44.428477	12.779439	3.584048e+01	-1.093749e+01	3.413080e+01	107.768
44.505744	13.257027	3.788066e+01	2.454332e+01	2.885428e+01	49.616
44.583011	13.706503	3.990759e+01	3.944932e+01	-6.030505e+00	-8.691
44.660278	14.126310	4.189963e+01	1.630126e+01	-3.859854e+01	-67.104
44.737545	14.512680	4.382208e+01	-2.552703e+01	-3.561945e+01	-125.628
44.814812	14.871170	4.568586e+01	-4.556132e+01	3.371041e+00	175.768
44.892079	15.199246	4.746243e+01	-2.163756e+01	4.224332e+01	117.122
44.969346	15.501429	4.916132e+01	2.574337e+01	4.188215e+01	58.423
45.046613	15.782413	5.079690e+01	5.079627e+01	-2.537704e-01	-0.286
45.123879	16.041665	5.235574e+01	2.695420e+01	-4.488423e+01	-59.014
45.201146	16.287324	5.387804e+01	-2.509719e+01	-4.767571e+01	-117.763
45.278413	16.519154	5.535639e+01	-5.525397e+01	-3.365933e+00	-176.514
45.355680	16.739921	5.680292e+01	-3.233196e+01	4.670349e+01	124.694
45.432947	16.954276	5.824425e+01	2.380505e+01	5.315743e+01	65.876
45.510214	17.158790	5.965452e+01	5.920808e+01	7.284569e+00	7.014
45.587481	17.358050	6.106199e+01	3.766274e+01	-4.806334e+01	-51.918
45.664748	17.550325	6.245244e+01	-2.227880e+01	-5.834349e+01	-110.900
45.742015	17.733466	6.380741e+01	-6.283182e+01	-1.111521e+01	-169.968
45.819282	17.910621	6.514688e+01	-4.264334e+01	4.925101e+01	130.887
45.896549	18.076409	6.642748e+01	2.088865e+01	6.305770e+01	71.672
45.973816	18.232273	6.765591e+01	6.608681e+01	1.448642e+01	12.364
46.051082	18.378101	6.882749e+01	4.693762e+01	-5.033968e+01	-47.003
46.128349	18.509944	6.990671e+01	-1.978243e+01	-6.704927e+01	-106.438
46.205616	18.632084	7.092359e+01	-6.879772e+01	-1.723456e+01	-165.936
46.282883	18.742299	7.185655e+01	-5.039585e+01	5.122130e+01	134.535
46.360150	18.841207	7.270707e+01	1.887439e+01	7.021450e+01	74.954
46.437417	18.933562	7.351218e+01	7.089140e+01	1.945378e+01	15.345
46.514684	19.016749	7.424780e+01	5.315056e+01	-5.184355e+01	-44.287
46.591951	19.095006	7.494823e+01	-1.809006e+01	-7.273230e+01	-103.967
46.669218	19.170448	7.563076e+01	-7.258115e+01	-2.125999e+01	-163.674
46.746485	19.240132	7.626892e+01	-5.538585e+01	5.243431e+01	136.568
46.823752	19.308621	7.690191e+01	1.763802e+01	7.485188e+01	76.741
46.901019	19.373289	7.750604e+01	7.417364e+01	2.248237e+01	16.862
46.978285	19.431257	7.805468e+01	5.698945e+01	-5.333607e+01	-43.103
47.055552	19.485744	7.857573e+01	-1.787344e+01	-7.651591e+01	-103.148
47.132819	19.530892	7.901524e+01	-7.566394e+01	-2.276787e+01	-163.253
47.210086	19.566448	7.936952e+01	-5.762423e+01	5.457993e+01	136.554
47.287353	19.595127	7.966229e+01	1.885384e+01	7.739906e+01	76.310
47.364620	19.611505	7.984301e+01	7.674052e+01	2.204084e+01	16.025
47.441887	19.619620	7.994803e+01	5.719865e+01	-5.585698e+01	-44.320
47.519154	19.622141	8.000165e+01	-2.027702e+01	-7.738932e+01	-104.682
47.596421	19.615380	7.996981e+01	-7.727100e+01	-2.060007e+01	-165.072
47.673688	19.605669	7.991085e+01	-5.599692e+01	5.700955e+01	134.487
47.750955	19.594244	7.983617e+01	2.197014e+01	7.675368e+01	74.027
47.828222	19.576888	7.970712e+01	7.749920e+01	1.863062e+01	13.517
47.905488	19.559027	7.957365e+01	5.419911e+01	-5.826166e+01	-47.069
47.982755	19.539378	7.942406e+01	-2.414798e+01	-7.566410e+01	-107.700
48.060022	19.511437	7.919910e+01	-7.758353e+01	-1.591520e+01	-168.407
48.137289	19.479559	7.893901e+01	-5.156888e+01	5.976636e+01	130.789
48.214556	19.442034	7.862862e+01	2.697455e+01	7.385685e+01	69.936
48.291823	19.391546	7.820267e+01	7.723559e+01	1.226057e+01	9.020
48.369090	19.333188	7.770858e+01	4.786505e+01	-6.121733e+01	-51.979
48.446357	19.268629	7.716251e+01	-3.015364e+01	-7.102683e+01	-113.003
48.523624	19.191357	7.650821e+01	-7.609632e+01	-7.928225e+00	-174.052
48.600891	19.106060	7.578941e+01	-4.329415e+01	6.220653e+01	124.837
48.678158	19.019465	7.506615e+01	3.325824e+01	6.729648e+01	63.701
48.755425	18.925865	7.428984e+01	7.421560e+01	3.320488e+00	2.562
48.832692	18.824427	7.345526e+01	3.822579e+01	-6.272531e+01	-58.641
48.909958	18.723859	7.263733e+01	-3.622626e+01	-6.295903e+01	-119.916
48.987225	18.621905	7.181704e+01	-7.180083e+01	1.525760e+00	178.783
49.064492	18.509634	7.092174e+01	-3.266663e+01	6.295065e+01	117.426
49.141759	18.389501	6.997423e+01	3.917057e+01	5.798326e+01	55.959
49.219026	18.267442	6.902406e+01	6.869599e+01	-6.721725e+00	-5.588
49.296293	18.136944	6.802068e+01	2.640098e+01	-6.268813e+01	-67.162
49.373560	17.989079	6.689800e+01	-4.190735e+01	-5.214515e+01	-128.788
49.450827	17.828271	6.569588e+01	-6.459387e+01	1.198256e+01	169.491
49.528094	17.662812	6.448083e+01	-1.961527e+01	6.142490e+01	107.710
49.605361	17.490604	6.323909e+01	4.397985e+01	4.544178e+01	45.937
49.682628	17.303072	6.191194e+01	5.956323e+01	-1.689112e+01	-15.832
49.759895	17.100321	6.050653e+01	1.292877e+01	-5.910911e+01	-77.662
49.837161	16.892387	5.909775e+01	-4.499101e+01	-3.831910e+01	-139.579
49.914428	16.685664	5.772982e+01	-5.369701e+01	2.119821e+01	158.457
49.991695	16.475812	5.637325e+01	-6.373856e+00	5.601176e+01	96.492
50.068962	16.320937	5.539794e+01	4.564525e+01	3.139176e+01	34.518
50.146229	16.161699	5.441214e+01	4.824838e+01	-2.515503e+01	-27.536
50.223496	15.993821	5.339076e+01	2.639654e-01	-5.339011e+01	-89.717
50.300763	15.824200	5.237804e+01	-4.625714e+01	-2.457103e+01	-152.023
50.378030	15.656543	5.139614e+01	-4.240706e+01	2.903799e+01	145.599
50.455297	15.486760	5.042032e+01	5.960950e+00	5.006671e+01	83.210
50.532564	15.307798	4.941077e+01	4.617792e+01	1.757908e+01	20.841
50.609831	15.112329	4.832951e+01	3.618798e+01	-3.203391e+01	-41.516
50.687098	14.898117	4.717001e+01	-1.133199e+01	-4.578860e+01	-103.901
50.764364	14.668103	4.595465e+01	-4.465697e+01	-1.084364e+01	-166.352
50.841631	14.428048	4.471887e+01	-2.939557e+01	3.369982e+01	131.097
50.918898	14.186066	4.350668e+01	1.598848e+01	4.046232e+01	68.439
50.996165	13.946987	4.234149e+01	4.213334e+01	4.193218e+00	5.684
51.073432	13.714374	4.123820e+01	2.236928e+01	-3.464396e+01	-57.150
51.150699	13.487131	4.018849e+01	-2.011128e+01	-3.479441e+01	-120.028
51.227966	13.261602	3.917323e+01	-3.912192e+01	2.004321e+00	177.067
51.305233	13.033058	3.817037e+01	-1.562406e+01	3.482622e+01	114.162
51.382500	12.794184	3.714898e+01	2.324354e+01	2.897903e+01	51.268
51.459767	12.540464	3.609317e+01	3.535486e+01	-7.262990e+00	-11.609
51.537034	12.265495	3.498169e+01	9.373587e+00	-3.370244e+01	-74.457
